Nom;Numéro;Protocole;Description
rbr-discovery;3553;UDP;Red Box Recorder ADP
questnotify;3554;TCP;Quest Notification Server
questnotify;3554;UDP;Quest Notification Server
razor;3555;TCP;Vipul's Razor
razor;3555;UDP;Vipul's Razor
sky-transport;3556;TCP;Sky Transport Protocol
sky-transport;3556;UDP;Sky Transport Protocol
personalos-001;3557;TCP;PersonalOS Comm Port
personalos-001;3557;UDP;PersonalOS Comm Port
mcp-port;3558;TCP;MCP user port
mcp-port;3558;UDP;MCP user port
cctv-port;3559;TCP;CCTV control port
cctv-port;3559;UDP;CCTV control port
iniserve-port;3560;TCP;INIServe port
iniserve-port;3560;UDP;INIServe port
bmc-onekey;3561;TCP;BMC-OneKey
bmc-onekey;3561;UDP;BMC-OneKey
sdbproxy;3562;TCP;SDBProxy
sdbproxy;3562;UDP;SDBProxy
watcomdebug;3563;TCP;Watcom Debug
watcomdebug;3563;UDP;Watcom Debug
esimport;3564;TCP;Electromed SIM port
esimport;3564;UDP;Electromed SIM port
m2pa;3565;UDP;M2PA
m2pa;3565;TCP;M2PA
Unassigned;3565;UDP;Reserved
quest-data-hub;3566;TCP;Quest Data Hub
Unassigned;3566;UDP;Reserved
dof-eps;3567;TCP;DOF Protocol Stack
dof-eps;3567;UDP;DOF Protocol Stack
dof-tunnel-sec;3568;TCP;DOF Secure Tunnel
dof-tunnel-sec;3568;UDP;DOF Secure Tunnel
mbg-ctrl;3569;TCP;Meinberg Control Service
mbg-ctrl;3569;UDP;Meinberg Control Service
mccwebsvr-port;3570;TCP;MCC Web Server Port
mccwebsvr-port;3570;UDP;MCC Web Server Port
megardsvr-port;3571;TCP;MegaRAID Server Port
megardsvr-port;3571;UDP;MegaRAID Server Port
megaregsvrport;3572;TCP;Registration Server Port
megaregsvrport;3572;UDP;Registration Server Port
tag-ups-1;3573;TCP;Advantage Group UPS Suite
tag-ups-1;3573;UDP;Advantage Group UPS Suite
dmaf-server;3574;TCP;DMAF Server
dmaf-caster;3574;UDP;DMAF Caster
ccm-port;3575;TCP;Coalsere CCM Port
ccm-port;3575;UDP;Coalsere CCM Port
cmc-port;3576;TCP;Coalsere CMC Port
cmc-port;3576;UDP;Coalsere CMC Port
config-port;3577;TCP;Configuration Port
config-port;3577;UDP;Configuration Port
data-port;3578;TCP;Data Port
data-port;3578;UDP;Data Port
ttat3lb;3579;TCP;Tarantella Load Balancing
ttat3lb;3579;UDP;Tarantella Load Balancing
nati-svrloc;3580;TCP;NATI-ServiceLocator
nati-svrloc;3580;UDP;NATI-ServiceLocator
kfxaclicensing;3581;TCP;Ascent Capture Licensing
kfxaclicensing;3581;UDP;Ascent Capture Licensing
press;3582;TCP;PEG PRESS Server
press;3582;UDP;PEG PRESS Server
canex-watch;3583;TCP;CANEX Watch System
canex-watch;3583;UDP;CANEX Watch System
u-dbap;3584;TCP;U-DBase Access Protocol
u-dbap;3584;UDP;U-DBase Access Protocol
emprise-lls;3585;TCP;Emprise License Server
emprise-lls;3585;UDP;Emprise License Server
emprise-lsc;3586;TCP;License Server Console
emprise-lsc;3586;UDP;License Server Console
p2pgroup;3587;TCP;Peer to Peer Grouping
p2pgroup;3587;UDP;Peer to Peer Grouping
sentinel;3588;TCP;Sentinel Server
sentinel;3588;UDP;Sentinel Server
isomair;3589;TCP;isomair
isomair;3589;UDP;isomair
wv-csp-sms;3590;TCP;WV CSP SMS Binding
wv-csp-sms;3590;UDP;WV CSP SMS Binding
gtrack-server;3591;TCP;LOCANIS G-TRACK Server
gtrack-server;3591;UDP;LOCANIS G-TRACK Server
gtrack-ne;3592;TCP;LOCANIS G-TRACK NE Port
gtrack-ne;3592;UDP;LOCANIS G-TRACK NE Port
bpmd;3593;TCP;BP Model Debugger
bpmd;3593;UDP;BP Model Debugger
mediaspace;3594;TCP;MediaSpace
mediaspace;3594;UDP;MediaSpace
shareapp;3595;TCP;ShareApp
shareapp;3595;UDP;ShareApp
iw-mmogame;3596;TCP;Illusion Wireless MMOG
iw-mmogame;3596;UDP;Illusion Wireless MMOG
a14;3597;TCP;A14 (AN-to-SC/MM)
a14;3597;UDP;A14 (AN-to-SC/MM)
a15;3598;TCP;A15 (AN-to-AN)
a15;3598;UDP;A15 (AN-to-AN)
quasar-server;3599;TCP;Quasar Accounting Server
quasar-server;3599;UDP;Quasar Accounting Server
trap-daemon;3600;TCP;text relay-answer
trap-daemon;3600;UDP;text relay-answer
visinet-gui;3601;TCP;Visinet Gui
visinet-gui;3601;UDP;Visinet Gui
infiniswitchcl;3602;TCP;InfiniSwitch Mgr Client
infiniswitchcl;3602;UDP;InfiniSwitch Mgr Client
int-rcv-cntrl;3603;TCP;Integrated Rcvr Control
int-rcv-cntrl;3603;UDP;Integrated Rcvr Control
bmc-jmx-port;3604;TCP;BMC JMX Port
bmc-jmx-port;3604;UDP;BMC JMX Port
comcam-io;3605;TCP;ComCam IO Port
comcam-io;3605;UDP;ComCam IO Port
splitlock;3606;TCP;Splitlock Server
splitlock;3606;UDP;Splitlock Server
precise-i3;3607;TCP;Precise I3
precise-i3;3607;UDP;Precise I3
trendchip-dcp;3608;TCP;Trendchip control protocol
trendchip-dcp;3608;UDP;Trendchip control protocol
cpdi-pidas-cm;3609;TCP;CPDI PIDAS Connection Mon
cpdi-pidas-cm;3609;UDP;CPDI PIDAS Connection Mon
echonet;3610;TCP;ECHONET
echonet;3610;UDP;ECHONET
six-degrees;3611;TCP;Six Degrees Port
six-degrees;3611;UDP;Six Degrees Port
hp-dataprotect;3612;TCP;HP Data Protector
hp-dataprotect;3612;UDP;HP Data Protector
alaris-disc;3613;TCP;Alaris Device Discovery
alaris-disc;3613;UDP;Alaris Device Discovery
sigma-port;3614;TCP;Satchwell Sigma
sigma-port;3614;UDP;Satchwell Sigma
start-network;3615;TCP;Start Messaging Network
start-network;3615;UDP;Start Messaging Network
cd3o-protocol;3616;TCP;cd3o Control Protocol
cd3o-protocol;3616;UDP;cd3o Control Protocol
sharp-server;3617;TCP;ATI SHARP Logic Engine
sharp-server;3617;UDP;ATI SHARP Logic Engine
aairnet-1;3618;TCP;AAIR-Network 1
aairnet-1;3618;UDP;AAIR-Network 1
aairnet-2;3619;TCP;AAIR-Network 2
aairnet-2;3619;UDP;AAIR-Network 2
ep-pcp;3620;TCP;EPSON Projector Control Port
ep-pcp;3620;UDP;EPSON Projector Control Port
ep-nsp;3621;TCP;EPSON Network Screen Port
ep-nsp;3621;UDP;EPSON Network Screen Port
ff-lr-port;3622;TCP;FF LAN Redundancy Port
ff-lr-port;3622;UDP;FF LAN Redundancy Port
haipe-discover;3623;TCP;HAIPIS Dynamic Discovery
haipe-discover;3623;UDP;HAIPIS Dynamic Discovery
dist-upgrade;3624;TCP;Distributed Upgrade Port
dist-upgrade;3624;UDP;Distributed Upgrade Port
volley;3625;TCP;Volley
volley;3625;UDP;Volley
bvcdaemon-port;3626;TCP;bvControl Daemon
bvcdaemon-port;3626;UDP;bvControl Daemon
jamserverport;3627;TCP;Jam Server Port
jamserverport;3627;UDP;Jam Server Port
ept-machine;3628;TCP;EPT Machine Interface
ept-machine;3628;UDP;EPT Machine Interface
escvpnet;3629;TCP;ESC/VP.net
escvpnet;3629;UDP;ESC/VP.net
cs-remote-db;3630;TCP;C&S Remote Database Port
cs-remote-db;3630;UDP;C&S Remote Database Port
cs-services;3631;TCP;C&S Web Services Port
cs-services;3631;UDP;C&S Web Services Port
distcc;3632;TCP;distributed compiler
distcc;3632;UDP;distributed compiler
wacp;3633;TCP;Wyrnix AIS port
wacp;3633;UDP;Wyrnix AIS port
hlibmgr;3634;TCP;hNTSP Library Manager
hlibmgr;3634;UDP;hNTSP Library Manager
sdo;3635;TCP;Simple Distributed Objects
sdo;3635;UDP;Simple Distributed Objects
servistaitsm;3636;TCP;SerVistaITSM
servistaitsm;3636;UDP;SerVistaITSM
scservp;3637;TCP;Customer Service Port
scservp;3637;UDP;Customer Service Port
ehp-backup;3638;TCP;EHP Backup Protocol
ehp-backup;3638;UDP;EHP Backup Protocol
xap-ha;3639;TCP;Extensible Automation
xap-ha;3639;UDP;Extensible Automation
netplay-port1;3640;TCP;Netplay Port 1
netplay-port1;3640;UDP;Netplay Port 1
netplay-port2;3641;TCP;Netplay Port 2
netplay-port2;3641;UDP;Netplay Port 2
juxml-port;3642;TCP;Juxml Replication port
juxml-port;3642;UDP;Juxml Replication port
audiojuggler;3643;TCP;AudioJuggler
audiojuggler;3643;UDP;AudioJuggler
ssowatch;3644;TCP;ssowatch
ssowatch;3644;UDP;ssowatch
cyc;3645;TCP;Cyc
cyc;3645;UDP;Cyc
xss-srv-port;3646;TCP;XSS Server Port
xss-srv-port;3646;UDP;XSS Server Port
splitlock-gw;3647;TCP;Splitlock Gateway
splitlock-gw;3647;UDP;Splitlock Gateway
fjcp;3648;TCP;Fujitsu Cooperation Port
fjcp;3648;UDP;Fujitsu Cooperation Port
nmmp;3649;TCP;Nishioka Miyuki Msg Protocol
nmmp;3649;UDP;Nishioka Miyuki Msg Protocol
prismiq-plugin;3650;TCP;PRISMIQ VOD plug-in
prismiq-plugin;3650;UDP;PRISMIQ VOD plug-in
xrpc-registry;3651;TCP;XRPC Registry
xrpc-registry;3651;UDP;XRPC Registry
vxcrnbuport;3652;TCP;VxCR NBU Default Port
vxcrnbuport;3652;UDP;VxCR NBU Default Port
tsp;3653;TCP;Tunnel Setup Protocol
tsp;3653;UDP;Tunnel Setup Protocol
vaprtm;3654;TCP;VAP RealTime Messenger
vaprtm;3654;UDP;VAP RealTime Messenger
abatemgr;3655;TCP;ActiveBatch Exec Agent
abatemgr;3655;UDP;ActiveBatch Exec Agent
abatjss;3656;TCP;ActiveBatch Job Scheduler
abatjss;3656;UDP;ActiveBatch Job Scheduler
immedianet-bcn;3657;TCP;ImmediaNet Beacon
immedianet-bcn;3657;UDP;ImmediaNet Beacon
ps-ams;3658;TCP;PlayStation AMS (Secure)
ps-ams;3658;UDP;PlayStation AMS (Secure)
apple-sasl;3659;TCP;Apple SASL
apple-sasl;3659;UDP;Apple SASL
can-nds-ssl;3660;TCP;IBM Tivoli Directory Service using SSL
can-nds-ssl;3660;UDP;IBM Tivoli Directory Service using SSL
can-ferret-ssl;3661;TCP;IBM Tivoli Directory Service using SSL
can-ferret-ssl;3661;UDP;IBM Tivoli Directory Service using SSL
pserver;3662;TCP;pserver
pserver;3662;UDP;pserver
dtp;3663;TCP;DIRECWAY Tunnel Protocol
dtp;3663;UDP;DIRECWAY Tunnel Protocol
ups-engine;3664;TCP;UPS Engine Port
ups-engine;3664;UDP;UPS Engine Port
ent-engine;3665;TCP;Enterprise Engine Port
ent-engine;3665;UDP;Enterprise Engine Port
eserver-pap;3666;TCP;IBM eServer PAP
eserver-pap;3666;UDP;IBM EServer PAP
infoexch;3667;TCP;IBM Information Exchange
infoexch;3667;UDP;IBM Information Exchange
dell-rm-port;3668;TCP;Dell Remote Management
dell-rm-port;3668;UDP;Dell Remote Management
casanswmgmt;3669;TCP;CA SAN Switch Management
casanswmgmt;3669;UDP;CA SAN Switch Management
smile;3670;TCP;SMILE TCP/UDP Interface
smile;3670;UDP;SMILE TCP/UDP Interface
efcp;3671;TCP;e Field Control (EIBnet)
efcp;3671;UDP;e Field Control (EIBnet)
lispworks-orb;3672;TCP;LispWorks ORB
lispworks-orb;3672;UDP;LispWorks ORB
mediavault-gui;3673;TCP;Openview Media Vault GUI
mediavault-gui;3673;UDP;Openview Media Vault GUI
wininstall-ipc;3674;TCP;WinINSTALL IPC Port
wininstall-ipc;3674;UDP;WinINSTALL IPC Port
calltrax;3675;TCP;CallTrax Data Port
calltrax;3675;UDP;CallTrax Data Port
va-pacbase;3676;TCP;VisualAge Pacbase server
va-pacbase;3676;UDP;VisualAge Pacbase server
roverlog;3677;TCP;RoverLog IPC
roverlog;3677;UDP;RoverLog IPC
ipr-dglt;3678;TCP;DataGuardianLT
ipr-dglt;3678;UDP;DataGuardianLT
Escale (Newton Dock);3679;TCP;Newton Dock
Escale (Newton Dock);3679;UDP;Newton Dock
npds-tracker;3680;TCP;NPDS Tracker
npds-tracker;3680;UDP;NPDS Tracker
bts-x73;3681;TCP;BTS X73 Port
bts-x73;3681;UDP;BTS X73 Port
cas-mapi;3682;TCP;EMC SmartPackets-MAPI
cas-mapi;3682;UDP;EMC SmartPackets-MAPI
bmc-ea;3683;TCP;BMC EDV/EA
bmc-ea;3683;UDP;BMC EDV/EA
faxstfx-port;3684;TCP;FAXstfX
faxstfx-port;3684;UDP;FAXstfX
dsx-agent;3685;TCP;DS Expert Agent
dsx-agent;3685;UDP;DS Expert Agent
tnmpv2;3686;TCP;Trivial Network Management
tnmpv2;3686;UDP;Trivial Network Management
simple-push;3687;TCP;simple-push
simple-push;3687;UDP;simple-push
simple-push-s;3688;TCP;simple-push Secure
simple-push-s;3688;UDP;simple-push Secure
daap;3689;TCP;Digital Audio Access Protocol (iTunes)
daap;3689;UDP;Digital Audio Access Protocol (iTunes)
svn;3690;TCP;Subversion
svn;3690;UDP;Subversion
magaya-network;3691;TCP;Magaya Network Port
magaya-network;3691;UDP;Magaya Network Port
intelsync;3692;TCP;Brimstone IntelSync
intelsync;3692;UDP;Brimstone IntelSync
easl;3693;TCP;Emergency Automatic Structure Lockdown System
Unassigned;3693;UDP;Reserved
Unassigned;3694;UDP;Unassigned
bmc-data-coll;3695;TCP;BMC Data Collection
bmc-data-coll;3695;UDP;BMC Data Collection
telnetcpcd;3696;TCP;Telnet Com Port Control
telnetcpcd;3696;UDP;Telnet Com Port Control
nw-license;3697;TCP;NavisWorks License System
nw-license;3697;UDP;NavisWorks Licnese System
sagectlpanel;3698;TCP;SAGECTLPANEL
sagectlpanel;3698;UDP;SAGECTLPANEL
kpn-icw;3699;TCP;Internet Call Waiting
kpn-icw;3699;UDP;Internet Call Waiting
lrs-paging;3700;TCP;LRS NetPage
lrs-paging;3700;UDP;LRS NetPage
netcelera;3701;TCP;NetCelera
netcelera;3701;UDP;NetCelera
ws-discovery;3702;TCP;Web Service Discovery
ws-discovery;3702;UDP;Web Service Discovery
adobeserver-3;3703;TCP;Adobe Server 3
adobeserver-3;3703;UDP;Adobe Server 3
adobeserver-4;3704;TCP;Adobe Server 4
adobeserver-4;3704;UDP;Adobe Server 4
adobeserver-5;3705;TCP;Adobe Server 5
adobeserver-5;3705;UDP;Adobe Server 5
rt-event;3706;TCP;Real-Time Event Port
rt-event;3706;UDP;Real-Time Event Port
rt-event-s;3707;TCP;Real-Time Event Secure Port
rt-event-s;3707;UDP;Real-Time Event Secure Port
sun-as-iiops;3708;TCP;Sun App Svr - Naming
sun-as-iiops;3708;UDP;Sun App Svr - Naming
ca-idms;3709;TCP;CA-IDMS Server
ca-idms;3709;UDP;CA-IDMS Server
portgate-auth;3710;TCP;PortGate Authentication
portgate-auth;3710;UDP;PortGate Authentication
edb-server2;3711;TCP;EBD Server 2
edb-server2;3711;UDP;EBD Server 2
sentinel-ent;3712;TCP;Sentinel Enterprise
sentinel-ent;3712;UDP;Sentinel Enterprise
tftps;3713;TCP;TFTP over TLS
tftps;3713;UDP;TFTP over TLS
delos-dms;3714;TCP;DELOS Direct Messaging
delos-dms;3714;UDP;DELOS Direct Messaging
anoto-rendezv;3715;TCP;Anoto Rendezvous Port
anoto-rendezv;3715;UDP;Anoto Rendezvous Port
wv-csp-sms-cir;3716;TCP;WV CSP SMS CIR Channel
wv-csp-sms-cir;3716;UDP;WV CSP SMS CIR Channel
wv-csp-udp-cir;3717;TCP;WV CSP UDP/IP CIR Channel
wv-csp-udp-cir;3717;UDP;WV CSP UDP/IP CIR Channel
opus-services;3718;TCP;OPUS Server Port
opus-services;3718;UDP;OPUS Server Port
itelserverport;3719;TCP;iTel Server Port
itelserverport;3719;UDP;iTel Server Port
ufastro-instr;3720;TCP;UF Astro. Instr. Services
ufastro-instr;3720;UDP;UF Astro. Instr. Services
xsync;3721;TCP;Xsync
xsync;3721;UDP;Xsync
xserveraid;3722;TCP;Xserve RAID
xserveraid;3722;UDP;Xserve RAID
sychrond;3723;TCP;Sychron Service Daemon
sychrond;3723;UDP;Sychron Service Daemon
blizwow;3724;TCP;World of Warcraft
blizwow;3724;UDP;World of Warcraft
na-er-tip;3725;TCP;Netia NA-ER Port
na-er-tip;3725;UDP;Netia NA-ER Port
array-manager;3726;TCP;Xyratex Array Manager
array-manager;3726;UDP;Xyartex Array Manager
e-mdu;3727;TCP;Ericsson Mobile Data Unit
e-mdu;3727;UDP;Ericsson Mobile Data Unit
e-woa;3728;TCP;Ericsson Web on Air
e-woa;3728;UDP;Ericsson Web on Air
fksp-audit;3729;TCP;Fireking Audit Port
fksp-audit;3729;UDP;Fireking Audit Port
client-ctrl;3730;TCP;Client Control
client-ctrl;3730;UDP;Client Control
smap;3731;TCP;Service Manager
smap;3731;UDP;Service Manager
m-wnn;3732;TCP;Mobile Wnn
m-wnn;3732;UDP;Mobile Wnn
multip-msg;3733;TCP;Multipuesto Msg Port
multip-msg;3733;UDP;Multipuesto Msg Port
synel-data;3734;TCP;Synel Data Collection Port
synel-data;3734;UDP;Synel Data Collection Port
pwdis;3735;TCP;Password Distribution
pwdis;3735;UDP;Password Distribution
rs-rmi;3736;TCP;RealSpace RMI
rs-rmi;3736;UDP;RealSpace RMI
xpanel;3737;TCP;XPanel Daemon
Unassigned;3737;UDP;Reserved
versatalk;3738;TCP;versaTalk Server Port
versatalk;3738;UDP;versaTalk Server Port
launchbird-lm;3739;TCP;Launchbird LicenseManager
launchbird-lm;3739;UDP;Launchbird LicenseManager
heartbeat;3740;TCP;Heartbeat Protocol
heartbeat;3740;UDP;Heartbeat Protocol
wysdma;3741;TCP;WysDM Agent
wysdma;3741;UDP;WysDM Agent
cst-port;3742;TCP;CST - Configuration & Service Tracker
cst-port;3742;UDP;CST - Configuration & Service Tracker
ipcs-command;3743;TCP;IP Control Systems Ltd.
ipcs-command;3743;UDP;IP Control Systems Ltd.
sasg;3744;TCP;SASG
sasg;3744;UDP;SASG
gw-call-port;3745;TCP;GWRTC Call Port
gw-call-port;3745;UDP;GWRTC Call Port
linktest;3746;TCP;LXPRO.COM LinkTest
linktest;3746;UDP;LXPRO.COM LinkTest
linktest-s;3747;TCP;LXPRO.COM LinkTest SSL
linktest-s;3747;UDP;LXPRO.COM LinkTest SSL
webdata;3748;TCP;webData
webdata;3748;UDP;webData
cimtrak;3749;TCP;CimTrak
cimtrak;3749;UDP;CimTrak
cbos-ip-port;3750;TCP;CBOS/IP ncapsalation port
cbos-ip-port;3750;UDP;CBOS/IP ncapsalatoin port
gprs-cube;3751;TCP;CommLinx GPRS Cube
gprs-cube;3751;UDP;CommLinx GPRS Cube
vipremoteagent;3752;TCP;Vigil-IP RemoteAgent
vipremoteagent;3752;UDP;Vigil-IP RemoteAgent
nattyserver;3753;TCP;NattyServer Port
nattyserver;3753;UDP;NattyServer Port
timestenbroker;3754;TCP;TimesTen Broker Port
timestenbroker;3754;UDP;TimesTen Broker Port
sas-remote-hlp;3755;TCP;SAS Remote Help Server
sas-remote-hlp;3755;UDP;SAS Remote Help Server
canon-capt;3756;TCP;Canon CAPT Port
canon-capt;3756;UDP;Canon CAPT Port
grf-port;3757;TCP;GRF Server Port
grf-port;3757;UDP;GRF Server Port
apw-registry;3758;TCP;apw RMI registry
apw-registry;3758;UDP;apw RMI registry
exapt-lmgr;3759;TCP;Exapt License Manager
exapt-lmgr;3759;UDP;Exapt License Manager
adtempusclient;3760;TCP;adTempus Client
adtempusclient;3760;UDP;adTEmpus Client
gsakmp;3761;TCP;gsakmp port
gsakmp;3761;UDP;gsakmp port
gbs-smp;3762;TCP;GBS SnapMail Protocol
gbs-smp;3762;UDP;GBS SnapMail Protocol
xo-wave;3763;TCP;XO Wave Control Port
xo-wave;3763;UDP;XO Wave Control Port
mni-prot-rout;3764;TCP;MNI Protected Routing
mni-prot-rout;3764;UDP;MNI Protected Routing
rtraceroute;3765;TCP;Remote Traceroute
rtraceroute;3765;UDP;Remote Traceroute
sitewatch-s;3766;TCP;SSL e-watch sitewatch server
Unassigned;3766;UDP;Reserved
listmgr-port;3767;TCP;ListMGR Port
listmgr-port;3767;UDP;ListMGR Port
rblcheckd;3768;TCP;rblcheckd server daemon
rblcheckd;3768;UDP;rblcheckd server daemon
haipe-otnk;3769;TCP;HAIPE Network Keying
haipe-otnk;3769;UDP;HAIPE Network Keying
cindycollab;3770;TCP;Cinderella Collaboration
cindycollab;3770;UDP;Cinderella Collaboration
paging-port;3771;TCP;RTP Paging Port
paging-port;3771;UDP;RTP Paging Port
ctp;3772;TCP;Chantry Tunnel Protocol
ctp;3772;UDP;Chantry Tunnel Protocol
ctdhercules;3773;TCP;ctdhercules
ctdhercules;3773;UDP;ctdhercules
zicom;3774;TCP;ZICOM
zicom;3774;UDP;ZICOM
ispmmgr;3775;TCP;ISPM Manager Port
ispmmgr;3775;UDP;ISPM Manager Port
dvcprov-port;3776;TCP;Device Provisioning Port
dvcprov-port;3776;UDP;Device Provisioning Port
jibe-eb;3777;TCP;Jibe EdgeBurst
jibe-eb;3777;UDP;Jibe EdgeBurst
c-h-it-port;3778;TCP;Cutler-Hammer IT Port
c-h-it-port;3778;UDP;Cutler-Hammer IT Port
cognima;3779;TCP;Cognima Replication
cognima;3779;UDP;Cognima Replication
nnp;3780;TCP;Nuzzler Network Protocol
nnp;3780;UDP;Nuzzler Network Protocol
abcvoice-port;3781;TCP;ABCvoice server port
abcvoice-port;3781;UDP;ABCvoice server port
iso-tp0s;3782;TCP;Secure ISO TP0 port
iso-tp0s;3782;UDP;Secure ISO TP0 port
bim-pem;3783;TCP;Impact Mgr./PEM Gateway
bim-pem;3783;UDP;Impact Mgr./PEM Gateway
bfd-control;3784;TCP;BFD Control Protocol
bfd-control;3784;UDP;BFD Control Protocol
bfd-echo;3785;TCP;BFD Echo Protocol
bfd-echo;3785;UDP;BFD Echo Protocol
upstriggervsw;3786;TCP;VSW Upstrigger port
upstriggervsw;3786;UDP;VSW Upstrigger port
fintrx;3787;TCP;Fintrx
fintrx;3787;UDP;Fintrx
isrp-port;3788;TCP;SPACEWAY Routing port
isrp-port;3788;UDP;SPACEWAY Routing port
remotedeploy;3789;TCP;RemoteDeploy Administration Port [July 2003]
remotedeploy;3789;UDP;RemoteDeploy Administration Port [July 2003]
quickbooksrds;3790;TCP;QuickBooks RDS
quickbooksrds;3790;UDP;QuickBooks RDS
tvnetworkvideo;3791;TCP;TV NetworkVideo Data port
tvnetworkvideo;3791;UDP;TV NetworkVideo Data port
sitewatch;3792;TCP;e-Watch Corporation SiteWatch
sitewatch;3792;UDP;e-Watch Corporation SiteWatch
dcsoftware;3793;TCP;DataCore Software
dcsoftware;3793;UDP;DataCore Software
jaus;3794;TCP;JAUS Robots
jaus;3794;UDP;JAUS Robots
myblast;3795;TCP;myBLAST Mekentosj port
myblast;3795;UDP;myBLAST Mekentosj port
spw-dialer;3796;TCP;Spaceway Dialer
spw-dialer;3796;UDP;Spaceway Dialer
idps;3797;TCP;idps
idps;3797;UDP;idps
minilock;3798;TCP;Minilock
minilock;3798;UDP;Minilock
radius-dynauth;3799;TCP;RADIUS Dynamic Authorization
radius-dynauth;3799;UDP;RADIUS Dynamic Authorization
pwgpsi;3800;TCP;Print Services Interface
pwgpsi;3800;UDP;Print Services Interface
ibm-mgr;3801;TCP;ibm manager service
ibm-mgr;3801;UDP;ibm manager service
vhd;3802;TCP;VHD
vhd;3802;UDP;VHD
soniqsync;3803;TCP;SoniqSync
soniqsync;3803;UDP;SoniqSync
iqnet-port;3804;TCP;Harman IQNet Port
iqnet-port;3804;UDP;Harman IQNet Port
tcpdataserver;3805;TCP;ThorGuard Server Port
tcpdataserver;3805;UDP;ThorGuard Server Port
wsmlb;3806;TCP;Remote System Manager
wsmlb;3806;UDP;Remote System Manager
spugna;3807;TCP;SpuGNA Communication Port
spugna;3807;UDP;SpuGNA Communication Port
sun-as-iiops-ca;3808;TCP;Sun App Svr-IIOPClntAuth
sun-as-iiops-ca;3808;UDP;Sun App Svr-IIOPClntAuth
apocd;3809;TCP;Java Desktop System Configuration Agent
apocd;3809;UDP;Java Desktop System Configuration Agent
wlanauth;3810;TCP;WLAN AS server
wlanauth;3810;UDP;WLAN AS server
amp;3811;TCP;AMP
amp;3811;UDP;AMP
neto-wol-server;3812;TCP;netO WOL Server
neto-wol-server;3812;UDP;netO WOL Server
rap-ip;3813;TCP;Rhapsody Interface Protocol
rap-ip;3813;UDP;Rhapsody Interface Protocol
neto-dcs;3814;TCP;netO DCS
neto-dcs;3814;UDP;netO DCS
lansurveyorxml;3815;TCP;LANsurveyor XML
lansurveyorxml;3815;UDP;LANsurveyor XML
sunlps-http;3816;TCP;Sun Local Patch Server
sunlps-http;3816;UDP;Sun Local Patch Server
tapeware;3817;TCP;Yosemite Tech Tapeware
tapeware;3817;UDP;Yosemite Tech Tapeware
crinis-hb;3818;TCP;Crinis Heartbeat
crinis-hb;3818;UDP;Crinis Heartbeat
epl-slp;3819;TCP;EPL Sequ Layer Protocol
epl-slp;3819;UDP;EPL Sequ Layer Protocol
scp;3820;TCP;Siemens AuD SCP
scp;3820;UDP;Siemens AuD SCP
pmcp;3821;TCP;ATSC PMCP Standard
pmcp;3821;UDP;ATSC PMCP Standard
acp-discovery;3822;TCP;Compute Pool Discovery
acp-discovery;3822;UDP;Compute Pool Discovery
acp-conduit;3823;TCP;Compute Pool Conduit
acp-conduit;3823;UDP;Compute Pool Conduit
acp-policy;3824;TCP;Compute Pool Policy
acp-policy;3824;UDP;Compute Pool Policy
ffserver;3825;TCP;Antera FlowFusion Process Simulation
ffserver;3825;UDP;Antera FlowFusion Process Simulation
warmux;3826;TCP;WarMUX game server
warmux;3826;UDP;WarMUX game server
netmpi;3827;TCP;Netadmin Systems MPI service
